IPAddress_,UrlText_
24.251.44.152,CAL
219.101.128.4,ISE 2015 Info
93.230.59.134,ISE Countdown
93.230.59.134,Libra
178.197.237.51,Libra
186.46.120.147,ISE 2015 Info
109.130.218.190,ISE 2015 REG
109.130.218.190,ISE 2015 REG
109.130.218.190,ISE 2015 REG
109.130.218.190,CAL
78.187.233.50,ISE Countdown
84.155.131.66,ISE Countdown
162.157.47.165,Libra
213.37.44.105,IntelligentDC
173.11.202.177,CAL
110.70.59.156,CAL
112.169.81.238,IntelligentDC
93.105.178.145,ISE 2015 REG
151.45.36.137,LEO product
212.12.153.2,Libra
176.42.102.245,CAL
110.75.105.17,ISE 2015 Info
223.62.212.108,IntelligentDC
121.162.227.161,IntelligentDC
73.16.59.58,Libra
61.89.14.232,ISE 2015 REG
200.118.177.223,ISE 2015 REG
186.77.203.188,CAL
115.114.13.131,IntelligentDC
68.174.112.167,Libra
111.69.228.155,Libra
111.69.225.72,IntelligentDC
111.69.225.72,IntelligentDC
2.72.180.103,ISE Countdown
66.249.83.198,Homepage
5.228.193.247,Libra
105.195.86.129,ISE 2015 REG
220.117.129.94,ISE 2015 REG
198.143.23.251,Libra
197.221.242.38,Libra
23.252.83.174,Libra
86.212.78.203,CAL
186.28.152.185,ISE 2015 Info
186.28.152.185,ISE 2015 Info
76.97.63.135,CAL
79.150.147.37,IntelligentDC
79.150.147.37,Libra
79.150.147.37,CAL
46.19.86.54,LEO product
85.168.187.22,CAL
210.250.154.173,IntelligentDC
42.146.45.192,Libra
178.41.41.139,ISE 2015 REG
176.11.186.37,CAL
217.246.194.121,Libra
198.102.219.141,IntelligentDC
46.37.219.120,IntelligentDC
178.197.236.218,CAL
109.70.55.226,Libra
118.243.137.65,ISE Countdown
126.31.54.33,ISE Countdown
201.141.145.8,ISE Countdown
89.154.185.24,ISE 2015 REG
189.171.131.87,Libra
201.124.183.214,Libra
130.241.30.81,IntelligentDC
68.1.65.152,Homepage
68.1.65.152,IntelligentDC
220.215.190.140,ISE 2015 REG
182.250.246.194,Libra
176.238.46.188,Libra
217.123.92.123,LEO product
78.16.104.190,IntelligentDC
190.48.8.203,IntelligentDC
190.48.8.203,Libra
189.4.100.78,CAL
200.69.208.124,Browser
181.244.4.50,ISE 2015 REG
155.143.18.100,CAL
80.12.100.130,Libra
82.136.99.222,ISE Countdown
69.70.208.54,Libra
78.125.251.210,Libra
216.228.120.20,Libra
82.36.118.21,ISE Countdown
82.36.118.21,Libra
124.217.139.36,LEO product
24.123.53.243,Libra
23.112.24.186,CAL
70.193.20.110,ISE Countdown
50.26.18.254,Libra
212.251.119.14,Libra
70.51.197.169,Libra
70.51.197.169,CAL
64.231.237.238,Libra
31.4.210.208,Libra
83.53.66.39,Libra
108.56.7.156,Libra
207.167.14.68,CAL
217.155.131.206,ISE 2015 REG
91.37.90.52,Browser
91.37.95.157,ISE 2015 Info
216.252.76.173,Libra
216.252.76.173,CAL
207.192.250.217,ISE 2015 Info
176.11.75.167,CAL
176.11.75.167,Libra
116.231.21.133,CAL
88.177.137.74,ISE 2015 REG
88.177.137.74,ISE 2015 REG
84.253.6.214,CAL
84.253.6.214,IntelligentDC
89.106.109.144,CAL
89.106.109.144,Libra
181.140.204.113,Libra
105.237.160.245,IntelligentDC
79.229.52.178,ISE 2015 Info
217.65.88.202,CAL
217.65.88.202,Libra
88.116.52.158,Libra
99.6.21.231,IntelligentDC
147.46.84.35,IntelligentDC
223.67.187.158,CAL
223.67.187.158,ISE 2015 REG
183.60.35.29,ISE 2015 REG
49.230.164.51,LEO product
188.150.165.237,Libra
14.39.202.118,CAL
87.224.94.178,Libra
95.94.221.100,Libra
108.6.47.195,IntelligentDC
71.42.105.201,Libra
71.42.105.201,IntelligentDC
71.42.105.201,CAL
81.11.189.250,ISE 2015 REG
93.108.101.156,ISE 2015 REG
70.29.220.10,CAL
112.90.78.25,ISE 2015 Info
101.226.89.64,ISE 2015 REG
101.226.89.64,Homepage
184.190.94.105,CAL
184.190.94.105,Libra
184.190.94.105,CAL
184.190.94.105,CAL
217.196.81.40,Libra
217.196.81.40,Libra
91.230.114.80,ISE 2015 REG
217.217.204.250,Libra
144.85.225.132,Libra
189.210.63.234,IntelligentDC
189.210.63.234,IntelligentDC
178.249.14.136,IntelligentDC
178.249.14.136,Libra
119.252.147.223,Homepage
119.252.147.223,ISE 2015 Info
119.252.147.223,ISE 2015 REG
186.77.204.55,Libra
195.74.252.177,Libra
195.74.252.177,IntelligentDC
85.159.94.21,ISE 2015 Info
82.115.124.248,Browser
82.115.124.248,ISE 2015 Info
82.115.124.248,ISE 2015 Info
88.161.111.86,ISE 2015 REG
207.96.218.171,ISE 2015 Info
80.116.210.15,Libra
85.197.58.92,unsubscribe
192.168.50.74,ISE 2015 Info
201.19.74.143,Libra
109.81.210.233,CAL
187.191.7.193,Libra
189.252.77.233,CAL
189.252.77.233,Libra
79.24.181.25,ISE 2015 REG
79.24.181.25,ISE 2015 Info
81.183.7.55,LEO product
187.194.148.135,Libra
91.116.135.192,IntelligentDC
91.116.135.192,CAL
70.209.49.75,Libra
213.120.115.92,ISE Countdown
50.128.214.47,CAL
186.50.230.122,CAL
179.25.203.24,IntelligentDC
179.25.203.24,Libra
207.233.84.11,CAL
207.233.84.11,IntelligentDC
99.4.167.142,Libra
98.172.114.234,Libra
132.229.35.5,ISE 2015 REG
91.119.103.118,Libra
216.163.188.227,unsubscribe
213.164.68.239,unsubscribe
80.187.113.53,Libra
151.31.38.94,CAL
151.31.38.94,IntelligentDC
46.123.6.250,IntelligentDC
2.217.44.204,Libra
107.72.162.93,Libra
124.148.39.232,Libra
190.84.102.60,Libra
24.118.42.73,IntelligentDC
77.251.236.162,ISE Countdown
77.251.236.162,ISE Countdown
70.169.162.230,CAL
202.137.235.134,ISE 2015 Info
114.30.73.59,ISE 2015 Info
81.217.95.72,IntelligentDC
171.96.246.232,ISE 2015 REG
99.42.23.21,unsubscribe
208.97.109.186,Libra
71.211.111.96,unsubscribe
190.223.63.76,CAL
190.223.63.76,Libra
190.223.63.76,ISE 2015 REG
191.247.228.164,Homepage
191.247.228.164,Homepage
217.118.78.121,ISE 2015 REG
217.118.78.121,LEO product
213.135.245.170,Libra
66.102.7.245,ISE 2015 REG
66.102.7.252,ISE 2015 REG
108.80.201.40,CAL
62.245.131.98,unsubscribe
62.154.155.74,CAL
79.47.34.228,ISE 2015 Info
202.137.237.140,ISE 2015 Info
202.137.237.140,Homepage
202.137.237.140,ISE 2015 REG
74.71.183.33,Libra
65.50.242.2,unsubscribe
75.147.7.73,Libra
75.147.7.73,IntelligentDC
75.147.7.73,CAL
186.4.247.27,IntelligentDC
5.18.138.238,IntelligentDC
88.192.12.228,unsubscribe
88.192.12.228,unsubscribe
72.253.245.94,IntelligentDC
139.194.113.149,Libra
91.122.40.33,CAL
77.88.202.147,CAL
77.88.202.147,CAL
77.88.202.147,CAL
216.163.188.222,LEO product
216.163.188.226,ISE 2015 Info
216.163.188.229,CAL
97.127.76.31,LEO product
97.127.76.31,CAL
58.110.43.55,CAL
90.203.149.247,LEO product
189.156.87.182,ISE 2015 Info
194.45.113.59,Libra
107.77.80.86,Libra
73.202.109.160,IntelligentDC
166.216.157.34,Libra
151.27.90.12,ISE 2015 REG
202.137.236.182,ISE 2015 Info
202.137.236.182,Homepage
202.137.236.182,ISE 2015 REG
223.62.216.3,CAL
213.143.61.110,Libra
91.93.81.23,Libra
213.87.121.181,Libra
66.249.88.212,ISE 2015 REG
66.249.88.212,CAL
66.249.88.208,Libra
190.55.182.111,IntelligentDC
106.167.58.125,ISE 2015 REG
189.161.182.58,ISE 2015 REG
66.69.113.45,Libra
70.48.185.20,Libra
70.48.185.20,LEO product
108.180.97.198,Libra
202.232.108.81,Libra
202.137.237.140,ISE 2015 Info
202.137.237.140,Homepage
202.137.237.140,ISE 2015 REG
82.80.24.98,ISE 2015 Info
219.75.31.24,ISE 2015 Info
112.215.66.69,IntelligentDC
112.215.66.72,Libra
112.215.66.75,IntelligentDC
176.11.82.184,Libra
186.23.19.58,ISE 2015 REG
192.168.54.88,Browser
12.145.98.253,ISE 2015 REG
12.145.98.253,IntelligentDC
12.145.98.253,Libra
70.211.137.70,Libra
89.74.191.20,ISE 2015 REG
89.74.191.20,IntelligentDC
89.74.191.20,Libra
96.46.66.162,IntelligentDC
174.114.29.5,CAL
78.35.146.19,IntelligentDC
78.35.146.19,IntelligentDC
79.251.178.141,Libra
99.22.178.158,CAL
91.253.231.54,Libra
79.195.0.48,Libra
190.9.202.122,CAL
217.129.237.8,ISE 2015 Info
201.157.164.47,Libra
59.23.97.127,Libra
190.236.11.123,CAL
190.236.11.123,IntelligentDC
202.137.234.156,ISE 2015 REG
202.137.234.156,ISE 2015 Info
202.137.234.156,Homepage
188.217.174.248,ISE 2015 REG
181.136.41.224,Libra
94.45.179.177,CAL
94.45.179.177,IntelligentDC
94.45.179.177,Libra
87.108.44.16,Libra
37.17.113.38,Libra
222.106.97.159,Libra
116.37.27.227,Libra
217.69.132.156,unsubscribe
217.69.132.156,IntelligentDC
217.69.132.156,ISE Countdown
217.69.132.156,CAL
217.69.132.156,ISE 2015 REG
217.69.132.156,ISE 2015 REG
217.69.132.156,ISE Countdown
217.69.132.156,CAL
217.69.132.156,IntelligentDC
217.69.132.156,unsubscribe
80.223.4.98,Libra
12.43.115.213,CAL
24.55.77.172,ISE 2015 Info
189.147.12.151,ISE 2015 REG
14.3.37.205,Homepage
90.184.122.54,CAL
90.184.122.54,IntelligentDC
93.125.63.197,LEO product
93.125.63.197,CAL
93.125.63.197,Libra
80.147.105.220,CAL
46.140.73.174,unsubscribe
46.140.73.174,unsubscribe
46.140.73.174,unsubscribe
46.140.73.174,unsubscribe
87.142.120.186,CAL
79.166.140.69,IntelligentDC
79.166.140.69,CAL
94.225.195.111,Libra
192.195.66.4,Libra
82.171.47.93,ISE 2015 REG
82.171.47.93,IntelligentDC
82.171.47.93,Libra
107.77.87.107,IntelligentDC
66.54.118.120,Libra
213.106.83.236,ISE 2015 REG
216.163.188.227,IntelligentDC
217.92.224.178,Libra
217.92.224.178,Libra
94.139.135.54,ISE 2015 REG
83.24.50.213,Homepage
94.230.19.194,ISE 2015 REG
94.230.19.194,Homepage
202.137.237.142,Homepage
202.137.237.142,ISE 2015 Info
202.137.237.142,ISE 2015 REG
202.137.236.181,ISE 2015 Info
202.137.236.181,Homepage
202.137.236.181,ISE 2015 REG
180.183.251.148,ISE 2015 Info
50.77.249.33,ISE Countdown
130.185.2.119,ISE 2015 REG
183.60.70.30,ISE 2015 Info
66.249.81.214,CAL
188.157.71.160,Libra
188.157.71.160,CAL
49.98.158.167,ISE 2015 REG
49.98.149.21,ISE 2015 REG
161.5.6.223,ISE 2015 Info
61.120.51.94,IntelligentDC
61.120.51.94,IntelligentDC
61.120.51.94,CAL
61.120.51.94,CAL
219.101.128.4,Libra
219.101.128.4,ISE 2015 REG
14.17.34.191,ISE 2015 REG
14.17.29.85,ISE 2015 Info
95.222.30.5,IntelligentDC
89.188.117.54,Libra
194.126.31.14,Libra
197.34.116.241,Libra
193.15.15.238,CAL
217.28.190.108,Libra
93.34.86.91,CAL
108.214.113.40,Libra
213.149.212.68,ISE 2015 REG
122.130.128.85,ISE 2015 Info
122.130.128.85,IntelligentDC
122.130.128.85,Libra
122.130.128.85,CAL
99.42.38.55,Libra
84.59.169.172,ISE 2015 Info
79.129.48.175,ISE 2015 Info
73.17.41.2,ISE 2015 Info
202.137.236.99,ISE 2015 Info
202.137.236.99,Homepage
202.137.236.99,ISE 2015 REG
192.168.70.82,CAL
89.227.104.6,IntelligentDC
91.13.99.221,CAL
90.190.68.44,IntelligentDC
85.176.193.111,unsubscribe
198.23.103.69,ISE 2015 Info
198.23.103.69,Homepage
198.23.103.69,ISE 2015 REG
198.23.103.69,CAL
198.23.103.69,Libra
198.23.103.69,IntelligentDC
198.23.103.69,LEO product
198.23.103.69,ISE Countdown
198.23.103.69,Browser
198.23.103.69,unsubscribe
68.114.217.123,IntelligentDC
68.114.217.123,CAL
62.42.100.191,IntelligentDC
114.206.242.99,CAL
201.141.245.55,LEO product
89.114.144.205,ISE 2015 REG
70.210.4.84,Libra
70.210.4.84,IntelligentDC
74.206.127.34,CAL
78.169.202.123,Libra
78.169.202.123,Libra
79.129.240.198,ISE 2015 REG
93.96.229.95,unsubscribe
90.175.205.38,Libra
85.182.144.170,IntelligentDC
86.6.228.60,Libra
81.83.219.82,Libra
83.101.7.60,ISE 2015 REG
188.150.19.132,IntelligentDC
192.168.70.119,LEO product
36.225.80.132,Libra
66.87.67.87,Libra
176.202.99.4,ISE 2015 REG
190.213.217.91,Libra
190.213.217.91,CAL
189.16.174.50,CAL
213.214.136.82,ISE 2015 Info
107.17.169.153,Libra
69.76.229.171,Libra
50.166.137.151,IntelligentDC
50.166.137.151,Libra
195.62.143.218,ISE 2015 REG
187.148.247.131,Libra
112.216.87.219,ISE 2015 REG
89.212.87.63,CAL
89.212.87.63,Libra
180.153.206.38,ISE 2015 Info
101.226.66.178,CAL
112.64.235.248,Homepage
80.58.250.92,CAL
73.54.159.162,Libra
146.52.64.195,CAL
2.206.1.131,CAL
194.219.66.9,ISE 2015 REG
194.219.66.9,ISE 2015 REG
200.217.176.186,CAL
177.16.235.121,Libra
189.217.158.60,Libra
176.205.190.153,ISE 2015 Info
31.181.98.249,CAL
187.131.84.3,Libra
186.65.33.27,Homepage
191.206.23.16,Libra
191.206.23.16,CAL
202.140.72.91,ISE 2015 REG
187.21.2.143,ISE 2015 REG
109.189.193.136,IntelligentDC
109.189.193.136,CAL
50.131.227.107,IntelligentDC
50.131.227.107,CAL
185.19.21.31,IntelligentDC
80.94.124.105,CAL
186.96.91.245,Libra
122.109.117.135,Libra
80.110.82.98,CAL
5.18.119.79,ISE Countdown
77.219.129.85,CAL
77.205.202.130,CAL
212.78.204.205,IntelligentDC
77.94.84.11,Libra
5.90.134.10,Libra
183.60.70.29,ISE 2015 REG
112.90.78.25,ISE 2015 Info
14.17.34.189,Homepage
61.40.59.147,Libra
71.183.1.165,Libra
71.183.1.165,CAL
71.183.1.165,IntelligentDC
84.26.60.101,ISE 2015 REG
84.26.60.101,ISE 2015 REG
84.26.60.101,CAL
181.128.58.93,IntelligentDC
181.128.58.93,CAL
14.17.34.191,ISE 2015 Info
14.17.34.191,ISE 2015 REG
112.90.78.22,Homepage
210.250.154.173,ISE Countdown
107.77.85.63,CAL
14.17.29.85,ISE 2015 REG
14.17.34.191,Homepage
204.128.192.33,Libra
204.84.114.232,ISE 2015 REG
37.165.24.57,Libra
82.240.172.14,LEO product
82.240.172.14,IntelligentDC
186.120.26.43,ISE Countdown
186.120.26.43,CAL
24.4.174.122,CAL
24.4.174.122,CAL
196.25.33.34,Libra
50.56.58.47,Homepage
149.147.45.51,Homepage
70.240.17.140,ISE 2015 Info
186.85.199.220,LEO product
186.85.199.220,Libra
87.175.69.84,CAL
87.175.69.84,Libra
220.117.129.176,Browser
223.223.196.162,Libra
84.78.66.252,Libra
84.78.66.252,CAL
14.17.34.182,ISE 2015 Info
112.90.78.22,ISE 2015 REG
14.17.18.144,Homepage
14.17.34.182,ISE 2015 Info
24.55.77.201,CAL
85.244.116.215,IntelligentDC
85.244.116.215,Libra
93.172.64.202,unsubscribe
198.102.219.144,Libra
198.102.219.144,IntelligentDC
198.102.219.144,CAL
183.60.70.30,Homepage
14.17.34.182,ISE 2015 REG
89.76.210.41,Libra
106.243.246.10,IntelligentDC
116.64.18.3,Libra
72.51.89.154,IntelligentDC
106.243.246.10,IntelligentDC
112.90.11.79,ISE 2015 Info
14.17.18.147,ISE 2015 REG
5.18.44.40,Libra
5.18.44.40,CAL
78.197.125.30,ISE 2015 REG
78.230.224.90,ISE Countdown
78.230.224.90,IntelligentDC
109.80.189.249,ISE 2015 REG
183.60.35.29,Homepage
2.135.196.182,IntelligentDC
101.226.33.239,ISE 2015 Info
101.226.33.239,ISE 2015 Info
114.246.173.158,ISE 2015 Info
64.38.116.99,ISE 2015 Info
64.38.116.99,Homepage
64.38.116.99,ISE 2015 REG
64.38.116.99,CAL
64.38.116.99,IntelligentDC
64.38.116.99,Libra
64.38.116.99,LEO product
64.38.116.99,Browser
64.38.116.99,ISE Countdown
64.38.116.99,unsubscribe
86.52.35.180,Libra
86.52.35.180,ISE 2015 REG
